Date,Temp_2m,RelHum_2m,DP_2m,WS_10m,WS_100m,WD_10m,WD_100m,WG_10m
2013-02-01 19:00,35.47960022,91.66420479,33.37259522,2.615389169,5.797799417,101.0516826,107.0573147,5.536515074
2013-02-01 20:00,35.47960022,93.66420479,33.67259522,1.435389169,3.117799417,44.05168257,83.0573147,4.436515074
2013-02-01 21:00,35.27960022,94.66420479,33.67259522,2.855389169,5.357799417,104.0516826,106.0573147,4.836515074
2013-02-01 22:00,35.47960022,94.66420479,33.87259522,3.675389169,6.917799417,109.0516826,111.0573147,6.536515074
2013-02-01 23:00,35.77960022,94.66420479,34.37259522,3.105389169,6.157799417,99.05168257,111.0573147,6.736515074
2013-03-01 00:00,35.87960022,95.66420479,34.67259522,3.105389169,5.607799417,71.05168257,91.0573147,5.436515074
2013-03-01 01:00,36.37960022,96.66420479,35.37259522,2.985389169,5.777799417,112.0516826,117.0573147,6.036515074
2013-03-01 02:00,36.37960022,98.66420479,35.77259522,1.555389169,3.397799417,110.0516826,134.0573147,5.136515074
2013-03-01 03:00,36.37960022,98.66420479,35.97259522,1.775389169,2.427799417,29.05168257,82.0573147,2.936515074
2013-03-01 04:00,36.07960022,99.66420479,35.77259522,1.335389169,1.637799417,19.05168257,42.0573147,3.036515074
2013-03-01 05:00,36.27960022,99.66420479,35.97259522,1.965389169,2.827799417,55.05168257,66.0573147,2.836515074
2013-03-01 06:00,35.67960022,99.66420479,35.37259522,1.845389169,3.867799417,72.05168257,79.0573147,4.236515074
2013-03-01 07:00,36.07960022,99.66420479,35.77259522,1.965389169,3.457799417,55.05168257,79.0573147,3.536515074
2013-03-01 08:00,36.37960022,99.66420479,36.07259522,2.675389169,4.627799417,60.05168257,71.0573147,4.436515074
2013-03-01 09:00,37.17960022,98.66420479,36.77259522,2.665389169,4.907799417,52.05168257,69.0573147,4.736515074
2013-03-01 10:00,37.67960022,98.66420479,37.17259522,2.185389169,4.207799417,56.05168257,64.0573147,4.236515074
2013-03-01 11:00,38.27960022,97.66420479,37.57259522,1.695389169,2.657799417,78.05168257,78.0573147,4.136515074
2013-03-01 12:00,38.57960022,96.66420479,37.67259522,1.295389169,1.587799417,44.05168257,54.0573147,3.436515074
2013-03-01 13:00,38.77960022,96.66420479,37.77259522,1.205389169,1.497799417,16.05168257,19.0573147,2.736515074
2013-03-01 14:00,38.47960022,98.66420479,37.97259522,1.575389169,2.207799417,314.0516826,320.0573147,2.636515074
2013-03-01 15:00,38.17960022,99.66420479,37.87259522,1.945389169,3.417799417,321.0516826,327.0573147,3.036515074
2013-03-01 16:00,37.77960022,99.66420479,37.47259522,2.745389169,4.887799417,305.0516826,316.0573147,4.436515074
2013-03-01 17:00,36.97960022,98.66420479,36.57259522,3.325389169,5.737799417,304.0516826,312.0573147,5.736515074
2013-03-01 18:00,36.17960022,98.66420479,35.77259522,2.295389169,4.537799417,318.0516826,328.0573147,6.136515074
2013-03-01 19:00,35.97960022,98.66420479,35.57259522,3.475389169,5.527799417,294.0516826,301.0573147,6.036515074
2013-03-01 20:00,35.47960022,98.66420479,35.07259522,3.485389169,5.467799417,290.0516826,295.0573147,6.736515074
2013-03-01 21:00,35.17960022,99.66420479,34.87259522,3.735389169,5.707799417,287.0516826,291.0573147,6.836515074
2013-03-01 22:00,34.77960022,98.66420479,34.37259522,5.015389169,8.147799417,277.0516826,280.0573147,9.136515074
2013-03-01 23:00,33.77960022,96.66420479,32.77259522,6.035389169,10.41779942,283.0516826,285.0573147,11.63651507
2013-04-01 00:00,33.47960022,94.66420479,31.87259522,5.005389169,8.327799417,287.0516826,289.0573147,12.03651507
2013-04-01 01:00,32.37960022,94.66420479,30.77259522,6.115389169,10.11779942,277.0516826,278.0573147,11.63651507
2013-04-01 02:00,32.07960022,92.66420479,30.17259522,6.015389169,9.937799417,277.0516826,278.0573147,11.93651507
2013-04-01 03:00,31.67960022,90.66420479,28.97259522,7.425389169,11.81779942,276.0516826,277.0573147,14.13651507
2013-04-01 04:00,28.47960022,87.66420479,25.07259522,7.575389169,11.93779942,271.0516826,273.0573147,14.83651507
2013-04-01 05:00,25.67960022,77.66420479,19.57259522,7.765389169,12.30779942,267.0516826,269.0573147,14.93651507
2013-04-01 06:00,25.17960022,76.66420479,18.87259522,8.495389169,13.42779942,264.0516826,266.0573147,16.43651507
2013-04-01 07:00,21.67960022,70.66420479,13.47259522,8.085389169,12.81779942,265.0516826,267.0573147,16.83651507
2013-04-01 08:00,18.97960022,61.66420479,7.972595223,8.875389169,13.81779942,266.0516826,267.0573147,16.83651507
2013-04-01 09:00,17.17960022,55.66420479,4.072595223,8.685389169,13.51779942,265.0516826,267.0573147,17.63651507
2013-04-01 10:00,17.57960022,48.66420479,1.572595223,9.265389169,14.13779942,271.0516826,273.0573147,18.73651507
2013-04-01 11:00,17.47960022,49.66420479,1.572595223,9.305389169,13.96779942,274.0516826,274.0573147,19.13651507
2013-04-01 12:00,17.47960022,47.66420479,1.072595223,9.265389169,13.81779942,270.0516826,271.0573147,18.63651507
2013-04-01 13:00,16.87960022,46.66420479,-0.227404777,9.165389169,13.90779942,269.0516826,269.0573147,18.53651507
2013-04-01 14:00,15.87960022,45.66420479,-1.527404777,9.165389169,13.80779942,268.0516826,269.0573147,18.63651507
2013-04-01 15:00,15.47960022,44.66420479,-2.427404777,8.965389169,13.70779942,268.0516826,269.0573147,18.13651507
2013-04-01 16:00,14.57960022,48.66420479,-1.327404777,8.285389169,13.10779942,265.0516826,268.0573147,17.73651507
2013-04-01 17:00,14.37960022,48.66420479,-1.427404777,8.365389169,13.42779942,270.0516826,272.0573147,16.93651507
2013-04-01 18:00,13.87960022,51.66420479,-0.627404777,7.775389169,12.60779942,267.0516826,269.0573147,16.63651507
2013-04-01 19:00,13.57960022,51.66420479,-1.027404777,7.665389169,12.40779942,267.0516826,269.0573147,16.83651507
2013-04-01 20:00,12.77960022,54.66420479,-0.527404777,7.375389169,12.10779942,267.0516826,269.0573147,15.23651507
2013-04-01 21:00,12.37960022,54.66420479,-0.727404777,6.895389169,11.40779942,264.0516826,267.0573147,14.23651507
2013-04-01 22:00,12.47960022,56.66420479,-0.127404777,6.395389169,10.40779942,263.0516826,268.0573147,13.33651507
2013-04-01 23:00,12.57960022,56.66420479,-0.027404777,6.335389169,10.32779942,261.0516826,266.0573147,12.13651507
2013-05-01 00:00,12.57960022,56.66420479,-0.027404777,6.425389169,10.43779942,261.0516826,265.0573147,12.73651507
2013-05-01 01:00,12.07960022,58.66420479,0.072595223,6.185389169,10.15779942,258.0516826,263.0573147,12.43651507
2013-05-01 02:00,11.27960022,58.66420479,-0.427404777,5.835389169,9.637799417,260.0516826,264.0573147,11.93651507
2013-05-01 03:00,11.07960022,57.66420479,-1.027404777,5.485389169,9.067799417,257.0516826,263.0573147,11.03651507
2013-05-01 04:00,11.37960022,56.66420479,-1.227404777,5.455389169,8.967799417,254.0516826,258.0573147,10.53651507
2013-05-01 05:00,11.37960022,56.66420479,-1.027404777,4.875389169,8.057799417,257.0516826,263.0573147,10.33651507
2013-05-01 06:00,11.47960022,62.66420479,1.072595223,4.755389169,8.147799417,253.0516826,258.0573147,9.136515074
2013-05-01 07:00,11.27960022,62.66420479,0.872595223,4.475389169,7.727799417,247.0516826,252.0573147,9.136515074
2013-05-01 08:00,11.87960022,60.66420479,0.872595223,4.085389169,7.287799417,250.0516826,253.0573147,8.636515074
2013-05-01 09:00,12.57960022,53.66420479,-1.027404777,5.625389169,8.677799417,261.0516826,262.0573147,11.23651507
2013-05-01 10:00,13.07960022,52.66420479,-1.127404777,5.935389169,8.887799417,260.0516826,261.0573147,12.03651507
2013-05-01 11:00,13.17960022,50.66420479,-1.727404777,5.775389169,8.637799417,258.0516826,259.0573147,12.13651507
2013-05-01 12:00,13.17960022,49.66420479,-2.027404777,6.035389169,8.907799417,260.0516826,261.0573147,12.33651507
2013-05-01 13:00,12.77960022,49.66420479,-2.527404777,6.015389169,9.077799417,261.0516826,262.0573147,12.33651507
2013-05-01 14:00,12.87960022,47.66420479,-3.427404777,5.795389169,8.747799417,263.0516826,264.0573147,12.33651507
2013-05-01 15:00,12.07960022,48.66420479,-3.927404777,5.615389169,8.767799417,262.0516826,262.0573147,11.73651507
2013-05-01 16:00,11.17960022,51.66420479,-3.127404777,4.575389169,7.717799417,256.0516826,259.0573147,11.13651507
2013-05-01 17:00,10.07960022,54.66420479,-3.027404777,4.025389169,7.327799417,248.0516826,255.0573147,8.936515074
2013-05-01 18:00,7.579600224,62.66420479,-2.527404777,4.595389169,8.137799417,241.0516826,248.0573147,7.836515074
2013-05-01 19:00,6.179600224,64.66420479,-3.427404777,4.415389169,8.387799417,242.0516826,249.0573147,8.536515074
2013-05-01 20:00,5.379600224,64.66420479,-3.927404777,4.325389169,8.137799417,245.0516826,253.0573147,8.236515074
2013-05-01 21:00,4.479600224,66.66420479,-4.327404777,4.185389169,8.227799417,242.0516826,251.0573147,8.136515074
2013-05-01 22:00,3.779600224,67.66420479,-4.627404777,3.775389169,7.677799417,250.0516826,257.0573147,7.836515074
2013-05-01 23:00,2.479600224,70.66420479,-5.027404777,3.255389169,7.327799417,244.0516826,255.0573147,7.036515074
2013-06-01 00:00,1.579600224,70.66420479,-5.727404777,3.295389169,7.627799417,242.0516826,252.0573147,5.936515074
2013-06-01 01:00,1.079600224,71.66420479,-6.127404777,3.265389169,7.697799417,248.0516826,256.0573147,6.036515074
2013-06-01 02:00,0.479600224,70.66420479,-6.827404777,3.085389169,7.577799417,247.0516826,257.0573147,5.836515074
2013-06-01 03:00,0.379600224,70.66420479,-7.027404777,3.175389169,7.717799417,248.0516826,256.0573147,5.636515074
2013-06-01 04:00,0.179600224,70.66420479,-7.127404777,3.215389169,7.697799417,246.0516826,256.0573147,5.736515074
2013-06-01 05:00,-0.220399776,71.66420479,-7.427404777,3.075389169,7.577799417,242.0516826,254.0573147,5.636515074
2013-06-01 06:00,0.679600224,72.66420479,-6.127404777,3.545389169,7.587799417,235.0516826,246.0573147,5.636515074
2013-06-01 07:00,-0.020399776,75.66420479,-6.127404777,3.385389169,7.787799417,243.0516826,251.0573147,5.936515074
2013-06-01 08:00,1.379600224,75.66420479,-4.627404777,3.425389169,7.417799417,251.0516826,259.0573147,6.036515074
2013-06-01 09:00,5.679600224,66.66420479,-3.027404777,3.745389169,6.397799417,246.0516826,252.0573147,7.236515074
2013-06-01 10:00,8.679600224,58.66420479,-2.727404777,4.775389169,6.877799417,256.0516826,256.0573147,9.336515074
2013-06-01 11:00,10.27960022,52.66420479,-3.727404777,4.505389169,6.367799417,261.0516826,261.0573147,9.736515074
2013-06-01 12:00,11.17960022,49.66420479,-4.227404777,4.465389169,6.317799417,268.0516826,266.0573147,9.436515074
2013-06-01 13:00,11.87960022,48.66420479,-4.027404777,4.365389169,6.317799417,266.0516826,265.0573147,9.536515074
2013-06-01 14:00,12.07960022,47.66420479,-3.927404777,4.165389169,6.307799417,268.0516826,267.0573147,9.236515074
2013-06-01 15:00,11.57960022,49.66420479,-3.527404777,3.575389169,5.907799417,266.0516826,267.0573147,8.736515074
2013-06-01 16:00,8.879600224,59.66420479,-2.327404777,2.135389169,5.247799417,245.0516826,256.0573147,7.036515074
2013-06-01 17:00,5.479600224,64.66420479,-3.927404777,2.425389169,6.267799417,224.0516826,240.0573147,3.836515074
2013-06-01 18:00,4.979600224,66.66420479,-3.827404777,3.005389169,7.117799417,230.0516826,241.0573147,3.936515074
2013-06-01 19:00,6.679600224,58.66420479,-4.727404777,3.845389169,6.957799417,226.0516826,239.0573147,5.836515074
2013-06-01 20:00,6.779600224,56.66420479,-5.527404777,3.885389169,7.167799417,233.0516826,242.0573147,6.036515074
2013-06-01 21:00,6.979600224,54.66420479,-6.027404777,3.845389169,7.117799417,247.0516826,255.0573147,5.936515074
2013-06-01 22:00,6.779600224,54.66420479,-6.127404777,3.845389169,6.967799417,247.0516826,257.0573147,5.836515074
2013-06-01 23:00,6.379600224,57.66420479,-5.427404777,4.235389169,7.627799417,244.0516826,252.0573147,6.636515074
2013-07-01 00:00,6.079600224,62.66420479,-4.227404777,4.145389169,7.477799417,251.0516826,257.0573147,6.836515074
2013-07-01 01:00,5.579600224,65.66420479,-3.627404777,3.995389169,7.327799417,254.0516826,259.0573147,6.636515074
2013-07-01 02:00,4.979600224,67.66420479,-3.427404777,3.835389169,6.877799417,258.0516826,261.0573147,6.536515074
2013-07-01 03:00,4.779600224,68.66420479,-3.327404777,3.485389169,6.407799417,253.0516826,259.0573147,6.036515074
2013-07-01 04:00,4.579600224,70.66420479,-2.827404777,3.365389169,6.157799417,255.0516826,262.0573147,5.436515074
2013-07-01 05:00,4.379600224,74.66420479,-2.127404777,3.365389169,6.087799417,249.0516826,260.0573147,5.136515074
2013-07-01 06:00,3.079600224,80.66420479,-1.727404777,3.205389169,6.997799417,242.0516826,252.0573147,5.136515074
2013-07-01 07:00,3.479600224,81.66420479,-1.027404777,3.905389169,7.047799417,235.0516826,246.0573147,6.136515074
2013-07-01 08:00,5.279600224,77.66420479,-0.327404777,3.865389169,6.897799417,231.0516826,241.0573147,6.736515074
2013-07-01 09:00,9.279600224,65.66420479,-0.127404777,4.335389169,6.227799417,239.0516826,241.0573147,8.336515074
2013-07-01 10:00,11.67960022,49.66420479,-3.627404777,4.875389169,6.737799417,257.0516826,258.0573147,10.13651507
2013-07-01 11:00,12.27960022,44.66420479,-5.227404777,5.315389169,7.377799417,261.0516826,261.0573147,10.93651507
2013-07-01 12:00,12.97960022,42.66420479,-5.527404777,5.625389169,7.997799417,261.0516826,260.0573147,11.73651507
2013-07-01 13:00,13.57960022,41.66420479,-5.427404777,5.875389169,8.347799417,258.0516826,259.0573147,12.13651507
2013-07-01 14:00,13.37960022,41.66420479,-5.527404777,5.835389169,8.397799417,260.0516826,261.0573147,12.23651507
2013-07-01 15:00,13.17960022,42.66420479,-5.427404777,5.805389169,8.647799417,262.0516826,264.0573147,11.83651507
2013-07-01 16:00,12.77960022,45.66420479,-4.427404777,5.125389169,8.367799417,260.0516826,262.0573147,11.53651507
2013-07-01 17:00,12.57960022,50.66420479,-2.327404777,4.995389169,8.117799417,263.0516826,267.0573147,9.836515074
2013-07-01 18:00,10.07960022,59.66420479,-1.227404777,4.915389169,8.627799417,261.0516826,265.0573147,10.53651507
2013-07-01 19:00,10.07960022,57.66420479,-2.127404777,5.465389169,9.347799417,271.0516826,275.0573147,10.03651507
2013-07-01 20:00,9.179600224,60.66420479,-1.827404777,5.985389169,10.10779942,274.0516826,277.0573147,11.23651507
2013-07-01 21:00,8.479600224,67.66420479,0.072595223,5.865389169,10.03779942,268.0516826,274.0573147,11.23651507
2013-07-01 22:00,8.779600224,69.66420479,0.872595223,5.885389169,10.10779942,274.0516826,280.0573147,11.53651507
2013-07-01 23:00,9.079600224,65.66420479,-0.127404777,5.895389169,9.937799417,281.0516826,288.0573147,11.13651507
2013-08-01 00:00,8.979600224,64.66420479,-0.727404777,5.985389169,10.23779942,285.0516826,291.0573147,11.13651507
2013-08-01 01:00,8.579600224,64.66420479,-0.827404777,6.525389169,11.02779942,288.0516826,293.0573147,12.33651507
2013-08-01 02:00,8.379600224,66.66420479,-0.527404777,6.015389169,10.18779942,286.0516826,292.0573147,12.33651507
2013-08-01 03:00,8.179600224,69.66420479,0.272595223,5.955389169,9.957799417,287.0516826,291.0573147,11.33651507
2013-08-01 04:00,8.079600224,71.66420479,0.572595223,5.705389169,9.687799417,286.0516826,292.0573147,11.03651507
2013-08-01 05:00,7.979600224,71.66420479,0.572595223,5.515389169,9.397799417,290.0516826,296.0573147,10.73651507
2013-08-01 06:00,8.579600224,68.66420479,0.172595223,6.015389169,10.20779942,302.0516826,306.0573147,10.23651507
2013-08-01 07:00,8.279600224,63.66420479,-1.627404777,5.825389169,9.787799417,305.0516826,310.0573147,11.53651507
2013-08-01 08:00,8.879600224,58.66420479,-2.727404777,5.645389169,9.407799417,307.0516826,314.0573147,11.03651507
2013-08-01 09:00,10.77960022,47.66420479,-5.427404777,6.685389169,9.957799417,318.0516826,320.0573147,13.53651507
2013-08-01 10:00,12.27960022,44.66420479,-5.227404777,5.825389169,8.357799417,314.0516826,316.0573147,13.33651507
2013-08-01 11:00,14.17960022,41.66420479,-5.127404777,5.475389169,7.577799417,312.0516826,313.0573147,11.93651507
2013-08-01 12:00,15.27960022,41.66420479,-3.927404777,4.825389169,6.587799417,304.0516826,305.0573147,11.53651507
2013-08-01 13:00,16.07960022,43.66420479,-2.127404777,4.545389169,6.177799417,296.0516826,296.0573147,10.43651507
2013-08-01 14:00,17.17960022,43.66420479,-1.527404777,4.475389169,6.287799417,291.0516826,291.0573147,9.936515074
2013-08-01 15:00,17.37960022,41.66420479,-1.927404777,4.045389169,5.757799417,281.0516826,282.0573147,9.536515074
2013-08-01 16:00,16.27960022,46.66420479,-0.527404777,2.935389169,4.627799417,256.0516826,264.0573147,7.936515074
2013-08-01 17:00,14.97960022,50.66420479,-0.227404777,3.025389169,5.137799417,215.0516826,236.0573147,4.736515074
2013-08-01 18:00,9.779600224,59.66420479,-1.527404777,2.745389169,6.407799417,215.0516826,230.0573147,5.136515074
2013-08-01 19:00,11.17960022,54.66420479,-2.027404777,3.715389169,6.727799417,211.0516826,222.0573147,6.136515074
2013-08-01 20:00,11.17960022,54.66420479,-2.027404777,3.715389169,6.687799417,211.0516826,218.0573147,6.336515074
2013-08-01 21:00,11.77960022,53.66420479,-2.027404777,3.705389169,6.467799417,208.0516826,214.0573147,6.436515074
2013-08-01 22:00,12.37960022,51.66420479,-2.027404777,3.805389169,6.667799417,200.0516826,207.0573147,6.836515074
2013-08-01 23:00,12.67960022,50.66420479,-2.527404777,3.955389169,7.287799417,191.0516826,195.0573147,7.136515074
2013-09-01 00:00,12.77960022,50.66420479,-2.327404777,4.075389169,7.917799417,192.0516826,197.0573147,7.836515074
2013-09-01 01:00,13.17960022,51.66420479,-1.527404777,4.385389169,8.387799417,193.0516826,199.0573147,8.336515074
2013-09-01 02:00,13.57960022,53.66420479,-0.027404777,4.385389169,9.227799417,184.0516826,194.0573147,8.436515074
2013-09-01 03:00,13.97960022,57.66420479,1.772595223,4.505389169,10.29779942,187.0516826,195.0573147,7.736515074
2013-09-01 04:00,14.67960022,56.66420479,1.972595223,4.365389169,9.057799417,191.0516826,195.0573147,8.836515074
2013-09-01 05:00,14.67960022,58.66420479,2.672595223,4.225389169,8.867799417,189.0516826,195.0573147,7.736515074
2013-09-01 06:00,15.37960022,62.66420479,4.872595223,5.185389169,11.35779942,192.0516826,197.0573147,8.636515074
2013-09-01 07:00,16.27960022,59.66420479,4.472595223,6.075389169,10.58779942,207.0516826,210.0573147,12.83651507
2013-09-01 08:00,17.47960022,56.66420479,4.572595223,4.905389169,8.777799417,197.0516826,203.0573147,11.73651507
2013-09-01 09:00,19.47960022,50.66420479,3.872595223,5.715389169,8.727799417,205.0516826,207.0573147,11.13651507
2013-09-01 10:00,22.67960022,44.66420479,4.472595223,5.855389169,8.527799417,213.0516826,215.0573147,12.13651507
2013-09-01 11:00,24.97960022,43.66420479,5.972595223,5.415389169,7.797799417,219.0516826,221.0573147,11.93651507
2013-09-01 12:00,26.57960022,44.66420479,7.672595223,5.495389169,7.687799417,235.0516826,234.0573147,11.43651507
2013-09-01 13:00,27.47960022,43.66420479,8.172595223,4.825389169,6.807799417,234.0516826,236.0573147,11.43651507
2013-09-01 14:00,28.07960022,43.66420479,8.772595223,4.715389169,6.747799417,236.0516826,237.0573147,10.13651507
2013-09-01 15:00,27.97960022,45.66420479,9.772595223,4.605389169,6.857799417,233.0516826,235.0573147,9.536515074
2013-09-01 16:00,26.47960022,50.66420479,10.67259522,2.465389169,4.747799417,213.0516826,223.0573147,8.836515074
2013-09-01 17:00,24.17960022,56.66420479,10.97259522,2.565389169,4.967799417,181.0516826,198.0573147,4.036515074
2013-09-01 18:00,23.07960022,64.66420479,12.77259522,3.275389169,6.437799417,183.0516826,191.0573147,4.736515074
2013-09-01 19:00,23.77960022,60.66420479,11.97259522,3.665389169,6.537799417,177.0516826,184.0573147,6.736515074
2013-09-01 20:00,23.37960022,59.66420479,11.27259522,3.765389169,6.747799417,179.0516826,185.0573147,6.736515074
2013-09-01 21:00,23.57960022,57.66420479,10.67259522,4.295389169,7.507799417,172.0516826,178.0573147,7.836515074
2013-09-01 22:00,23.47960022,58.66420479,11.07259522,4.065389169,7.417799417,179.0516826,182.0573147,7.836515074
2013-09-01 23:00,24.67960022,60.66420479,12.77259522,4.165389169,7.037799417,180.0516826,185.0573147,7.736515074
2013-10-01 00:00,24.97960022,64.66420479,14.57259522,4.165389169,7.017799417,178.0516826,182.0573147,7.736515074
2013-10-01 01:00,24.97960022,70.66420479,16.57259522,4.595389169,7.727799417,173.0516826,175.0573147,8.436515074
2013-10-01 02:00,24.67960022,78.66420479,19.07259522,4.755389169,8.757799417,168.0516826,173.0573147,8.836515074
2013-10-01 03:00,24.87960022,84.66420479,20.87259522,5.485389169,9.387799417,167.0516826,172.0573147,10.33651507
2013-10-01 04:00,25.87960022,86.66420479,22.47259522,5.125389169,8.647799417,170.0516826,174.0573147,10.33651507
2013-10-01 05:00,26.57960022,87.66420479,23.37259522,5.725389169,9.657799417,171.0516826,173.0573147,10.83651507
2013-10-01 06:00,27.77960022,87.66420479,24.47259522,6.035389169,10.06779942,170.0516826,173.0573147,11.73651507
2013-10-01 07:00,28.37960022,86.66420479,24.87259522,5.935389169,9.877799417,170.0516826,172.0573147,11.53651507
2013-10-01 08:00,29.17960022,86.66420479,25.37259522,6.195389169,10.22779942,173.0516826,175.0573147,11.83651507
2013-10-01 09:00,30.17960022,85.66420479,26.27259522,5.065389169,11.43779942,162.0516826,170.0573147,11.83651507
2013-10-01 10:00,30.87960022,88.66420479,27.77259522,5.415389169,12.63779942,161.0516826,171.0573147,9.436515074
2013-10-01 11:00,31.87960022,90.66420479,29.37259522,5.985389169,13.83779942,163.0516826,171.0573147,10.43651507
2013-10-01 12:00,33.47960022,89.66420479,30.77259522,5.765389169,12.99779942,160.0516826,169.0573147,11.03651507
2013-10-01 13:00,35.47960022,87.66420479,32.17259522,7.565389169,12.90779942,177.0516826,179.0573147,15.73651507
2013-10-01 14:00,37.57960022,87.66420479,34.27259522,8.775389169,14.55779942,182.0516826,184.0573147,17.33651507
2013-10-01 15:00,39.17960022,88.66420479,35.97259522,9.315389169,15.42779942,185.0516826,186.0573147,25.33651507
2013-10-01 16:00,40.87960022,87.66420479,37.27259522,9.645389169,15.95779942,186.0516826,187.0573147,26.33651507
2013-10-01 17:00,42.77960022,82.66420479,37.87259522,9.965389169,16.39779942,187.0516826,188.0573147,19.73651507
2013-10-01 18:00,43.67960022,87.66420479,40.07259522,10.78538917,17.59779942,193.0516826,194.0573147,28.43651507
2013-10-01 19:00,45.07960022,86.66420479,41.17259522,10.56538917,17.48779942,202.0516826,202.0573147,21.53651507
2013-10-01 20:00,45.77960022,86.66420479,42.07259522,9.885389169,16.28779942,216.0516826,216.0573147,21.03651507
2013-10-01 21:00,40.97960022,80.66420479,35.37259522,10.01538917,16.29779942,240.0516826,240.0573147,19.83651507
2013-10-01 22:00,36.27960022,86.66420479,32.57259522,10.25538917,16.67779942,249.0516826,249.0573147,23.83651507
2013-10-01 23:00,32.97960022,81.66420479,27.87259522,10.45538917,16.86779942,253.0516826,254.0573147,23.23651507
2013-11-01 00:00,32.07960022,76.66420479,25.37259522,9.755389169,15.87779942,253.0516826,254.0573147,20.73651507
2013-11-01 01:00,31.17960022,77.66420479,24.87259522,9.215389169,15.08779942,249.0516826,250.0573147,19.43651507
2013-11-01 02:00,29.47960022,73.66420479,22.07259522,9.275389169,15.07779942,252.0516826,253.0573147,18.63651507
2013-11-01 03:00,27.27960022,71.66420479,19.17259522,8.315389169,13.75779942,255.0516826,256.0573147,18.43651507
2013-11-01 04:00,24.67960022,73.66420479,17.47259522,7.035389169,11.96779942,253.0516826,255.0573147,16.33651507
2013-11-01 05:00,22.87960022,77.66420479,16.67259522,6.305389169,11.06779942,253.0516826,254.0573147,13.43651507
2013-11-01 06:00,24.57960022,78.66420479,18.77259522,5.865389169,10.56779942,247.0516826,250.0573147,11.83651507
2013-11-01 07:00,25.37960022,77.66420479,19.27259522,5.045389169,9.007799417,241.0516826,245.0573147,10.93651507
2013-11-01 08:00,26.27960022,76.66420479,19.87259522,4.195389169,7.507799417,225.0516826,232.0573147,9.136515074
2013-11-01 09:00,29.97960022,68.66420479,20.87259522,4.065389169,6.177799417,202.0516826,206.0573147,7.936515074
2013-11-01 10:00,33.17960022,64.66420479,22.37259522,4.965389169,7.217799417,180.0516826,182.0573147,9.636515074
2013-11-01 11:00,34.17960022,63.66420479,22.97259522,5.795389169,8.787799417,185.0516826,187.0573147,12.03651507
2013-11-01 12:00,35.27960022,62.66420479,23.57259522,4.875389169,8.107799417,175.0516826,180.0573147,11.53651507
2013-11-01 13:00,36.87960022,64.66420479,26.07259522,3.965389169,9.737799417,177.0516826,184.0573147,9.336515074
2013-11-01 14:00,39.37960022,60.66420479,26.67259522,6.275389169,10.75779942,194.0516826,197.0573147,11.73651507
2013-11-01 15:00,41.27960022,63.66420479,29.77259522,6.475389169,11.26779942,194.0516826,197.0573147,12.83651507
2013-11-01 16:00,41.77960022,68.66420479,32.27259522,6.265389169,11.25779942,189.0516826,193.0573147,12.63651507
